Ãû³Æ	ItemGenre	DetailType	ParticularType	¶¯»­ÎÄ¼şÃû	¶ÔÓ¦Îï¼şË÷Òı	¿í¶È	¸ß¶È	ËµÃ÷ÎÄ×Ö	ÎåĞĞÊôĞÔ	¼Û¸ñ	µÈ¼¶	»ù´¡ÊôĞÔ1ÀàĞÍ	»ù´¡ÊôĞÔ1×îĞ¡Öµ	»ù´¡ÊôĞÔ1×î´óÖµ	»ù´¡ÊôĞÔ2ÀàĞÍ	»ù´¡ÊôĞÔ2×îĞ¡Öµ	»ù´¡ÊôĞÔ2×î´óÖµ	»ù´¡ÊôĞÔ3ÀàĞÍ	»ù´¡ÊôĞÔ3×îĞ¡Öµ	»ù´¡ÊôĞÔ3×î´óÖµ	»ù´¡ÊôĞÔ4ÀàĞÍ	»ù´¡ÊôĞÔ4×îĞ¡Öµ	»ù´¡ÊôĞÔ4×î´óÖµ	»ù´¡ÊôĞÔ5ÀàĞÍ	»ù´¡ÊôĞÔ5×îĞ¡Öµ	»ù´¡ÊôĞÔ5×î´óÖµ	»ù´¡ÊôĞÔ6ÀàĞÍ	»ù´¡ÊôĞÔ6×îĞ¡Öµ	»ù´¡ÊôĞÔ6×î´óÖµ	»ù´¡ÊôĞÔ7ÀàĞÍ	»ù´¡ÊôĞÔ7×îĞ¡Öµ	»ù´¡ÊôĞÔ7×î´óÖµ	ĞèÇóÊôĞÔ1ÀàĞÍ	ĞèÇóÊôĞÔ1ÊıÖµ	ĞèÇóÊôĞÔ2ÀàĞÍ	ĞèÇóÊôĞÔ2ÊıÖµ	ĞèÇóÊôĞÔ3ÀàĞÍ	ĞèÇóÊôĞÔ3ÊıÖµ	ĞèÇóÊôĞÔ4ÀàĞÍ	ĞèÇóÊôĞÔ4ÊıÖµ	ĞèÇóÊôĞÔ5ÀàĞÍ	ĞèÇóÊôĞÔ5ÊıÖµ	ĞèÇóÊôĞÔ6ÀàĞÍ	ĞèÇóÊôĞÔ6ÊıÖµ
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Thiªn V­¬ng	0	11	649	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Ngò §éc	0	11	650	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - §­êng M«n	0	11	651	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Nga My	0	11	652	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Thóy Yªn	0	11	653	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Thiªn NhÉn	0	11	654	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - C¸i Bang	0	11	655	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - Vâ §ang	0	11	656	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
MÆt n¹ chiÕn tr­êng V­¬ng Gi¶ - C«n Lu©n	0	11	657	\spr\item\equip\mask\yrmj_02.spr	379	1	1	Sau khi ®eo xong sÏ nhËn ®­îc vâ c«ng c¸i thÕ, tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n		0	1																																	
ThiÕu L©m QuyÒn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	658	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
ThiÕu L©m C«n - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	659	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
ThiÕu L©m §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	660	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Thiªn V­¬ng §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	661	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Thiªn V­¬ng Chïy - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	662	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Thiªn V­¬ng Th­¬ng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	663	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Nga My KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	664	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Nga My Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	665	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Thóy Yªn §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	666	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Thóy Yªn Néi - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	667	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Ngò §éc Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	668	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
Ngò §éc §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	669	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
§­êng M«n Phi §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	670	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh		100	1																																	
§­êng M«n Tô TiÔn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	671	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Phi Tiªu - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	672	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C¸i Bang Ch­ëng - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	673	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C¸i Bang C«n - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	674	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn NhÉn ChiÕn - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	675	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn NhÉn Ma - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	676	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Vâ §ang Khİ - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	677	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Vâ §ang KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	678	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C«n Lu©n §ao - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	679	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C«n Lu©n KiÕm - ChiÕn tr­êng ThËp Nh©n §Şch	0	11	680	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 İt n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m QuyÒn - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	681	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m C«n - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	682	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	683	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	684	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng Chïy - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	685	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn V­¬ng Th­¬ng - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	686	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Nga My KiÕm - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	687	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Nga My Ch­ëng - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	688	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thóy Yªn §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	689	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thóy Yªn Néi - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	690	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Ngò §éc Ch­ëng - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	691	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Ngò §éc §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	692	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Phi §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	693	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Tô TiÔn - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	694	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
§­êng M«n Phi Tiªu - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	695	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C¸i Bang Ch­ëng - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	696	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C¸i Bang C«n - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	697	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn NhÉn ChiÕn - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	698	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Thiªn NhÉn Ma - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	699	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Vâ §ang Khİ - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	700	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
Vâ §ang KiÕm - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	701	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C«n Lu©n §ao - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	702	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
C«n Lu©n KiÕm - ChiÕn tr­êng B¸ch Nh©n §Şch	0	11	703	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ 1 l­îng nhÊt ®Şnh n©ng cÊp n¨ng lùc thuéc tİnh	5	100	1																																	
ThiÕu L©m QuyÒn - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	704	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
ThiÕu L©m C«n - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	705	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
ThiÕu L©m §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	706	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thiªn V­¬ng §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	707	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thiªn V­¬ng Chïy - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	708	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thiªn V­¬ng Th­¬ng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	709	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Nga My KiÕm - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	710	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Nga My Ch­ëng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	711	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thóy Yªn §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	712	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Thóy Yªn Néi - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	713	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Ngò §éc Ch­ëng - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	714	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
Ngò §éc §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	715	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
§­êng M«n Phi §ao - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	716	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
§­êng M«n Tô TiÔn - ChiÕn tr­êng Thiªn Nh©n §Şch	0	11	717	\spr\item\equip\mask\yrmj_01.spr	379	1	1	Tham gia chiÕn tr­êng Tèng Kim cã thÓ nhËn ®­îc ®iÓm tİch lòy Tèng Kim nhiÒu h¬n, vµ n©ng cÊp n¨ng lùc thuéc tİnh c­êng ®¹i	5	100	1																																	
